# 0.3.0 golden corpus - kernel Select (SqueakPoolRegistry). Lines: scenario|mode|domain|action|seed|gate|soundKey|tier|poolStableKey; '-' = none.
# Rebuilt by tools/KernelCharacterization; scenarios frozen in Scenarios.cs (S1-S5 constructed, F03-F07 fixture-driven from fixtures/input). Any delta on replay = regression.
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Wounded|2|all|other.mod:SR_XenoAVoice_SR_Wounded_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Wounded|2|partial|other.mod:SR_XenoAVoice_SR_Wounded_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Wounded|3|all|other.mod:SR_XenoAVoice_SR_Wounded_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Wounded|3|partial|other.mod:SR_XenoAVoice_SR_Wounded_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Select|1|all|other.mod:SR_XenoAVoice_SR_Select_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Select|1|partial|other.mod:SR_XenoAVoice_SR_Select_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Select|2|all|other.mod:SR_XenoAVoice_SR_Select_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Select|2|partial|other.mod:SR_XenoAVoice_SR_Select_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Select|3|all|other.mod:SR_XenoAVoice_SR_Select_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Select|3|partial|other.mod:SR_XenoAVoice_SR_Select_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Move|1|all|other.mod:SR_XenoAVoice_SR_Move_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Move|1|partial|other.mod:SR_XenoAVoice_SR_Move_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Move|2|all|other.mod:SR_XenoAVoice_SR_Move_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Move|2|partial|other.mod:SR_XenoAVoice_SR_Move_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Move|3|all|other.mod:SR_XenoAVoice_SR_Move_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Move|3|partial|other.mod:SR_XenoAVoice_SR_Move_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Social|1|all|other.mod:SR_XenoAVoice_SR_Social_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Social|1|partial|other.mod:SR_XenoAVoice_SR_Social_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Social|2|all|other.mod:SR_XenoAVoice_SR_Social_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Social|2|partial|other.mod:SR_XenoAVoice_SR_Social_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Social|3|all|other.mod:SR_XenoAVoice_SR_Social_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Social|3|partial|other.mod:SR_XenoAVoice_SR_Social_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Joy|1|all|other.mod:SR_XenoAVoice_SR_Joy_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Joy|1|partial|other.mod:SR_XenoAVoice_SR_Joy_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Joy|2|all|other.mod:SR_XenoAVoice_SR_Joy_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Joy|2|partial|other.mod:SR_XenoAVoice_SR_Joy_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Joy|3|all|other.mod:SR_XenoAVoice_SR_Joy_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Joy|3|partial|other.mod:SR_XenoAVoice_SR_Joy_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Death|1|all|other.mod:SR_XenoAVoice_SR_Death_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Death|1|partial|other.mod:SR_XenoAVoice_SR_Death_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Death|2|all|other.mod:SR_XenoAVoice_SR_Death_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Death|2|partial|other.mod:SR_XenoAVoice_SR_Death_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Death|3|all|other.mod:SR_XenoAVoice_SR_Death_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Death|3|partial|other.mod:SR_XenoAVoice_SR_Death_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Draft|1|all|other.mod:SR_XenoAVoice_SR_Draft_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Draft|1|partial|other.mod:SR_XenoAVoice_SR_Draft_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Draft|2|all|other.mod:SR_XenoAVoice_SR_Draft_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Draft|2|partial|other.mod:SR_XenoAVoice_SR_Draft_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Draft|3|all|other.mod:SR_XenoAVoice_SR_Draft_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Draft|3|partial|other.mod:SR_XenoAVoice_SR_Draft_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Undraft|1|all|other.mod:SR_XenoAVoice_SR_Undraft_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Undraft|1|partial|other.mod:SR_XenoAVoice_SR_Undraft_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Undraft|2|all|other.mod:SR_XenoAVoice_SR_Undraft_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Undraft|2|partial|other.mod:SR_XenoAVoice_SR_Undraft_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Undraft|3|all|other.mod:SR_XenoAVoice_SR_Undraft_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Undraft|3|partial|other.mod:SR_XenoAVoice_SR_Undraft_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Attack|1|all|other.mod:SR_XenoAVoice_SR_Attack_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Attack|1|partial|other.mod:SR_XenoAVoice_SR_Attack_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Attack|2|all|other.mod:SR_XenoAVoice_SR_Attack_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Attack|2|partial|other.mod:SR_XenoAVoice_SR_Attack_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Attack|3|all|other.mod:SR_XenoAVoice_SR_Attack_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Attack|3|partial|other.mod:SR_XenoAVoice_SR_Attack_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Work|1|all|other.mod:SR_XenoAVoice_SR_Work_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Work|1|partial|other.mod:SR_XenoAVoice_SR_Work_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Work|2|all|other.mod:SR_XenoAVoice_SR_Work_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Work|2|partial|other.mod:SR_XenoAVoice_SR_Work_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Work|3|all|other.mod:SR_XenoAVoice_SR_Work_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Work|3|partial|other.mod:SR_XenoAVoice_SR_Work_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Equip|1|all|other.mod:SR_XenoAVoice_SR_Equip_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Equip|1|partial|other.mod:SR_XenoAVoice_SR_Equip_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Equip|2|all|other.mod:SR_XenoAVoice_SR_Equip_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Equip|2|partial|other.mod:SR_XenoAVoice_SR_Equip_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Equip|3|all|other.mod:SR_XenoAVoice_SR_Equip_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|Equip|3|partial|other.mod:SR_XenoAVoice_SR_Equip_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|MentalBreak|1|all|other.mod:SR_XenoAVoice_SR_MentalBreak_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|MentalBreak|1|partial|other.mod:SR_XenoAVoice_SR_MentalBreak_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|MentalBreak|2|all|other.mod:SR_XenoAVoice_SR_MentalBreak_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|MentalBreak|2|partial|other.mod:SR_XenoAVoice_SR_MentalBreak_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|MentalBreak|3|all|other.mod:SR_XenoAVoice_SR_MentalBreak_1_Muted|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Fallback|Ratkin+XenoA|MentalBreak|3|partial|other.mod:SR_XenoAVoice_SR_MentalBreak_0|XenotypePack|other.mod:SR_XenoAVoice
S3-builtin-plus-xeno|Remix|Ratkin|Call|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Call|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Call|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Call|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Call|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Call|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Call_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Eat|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Eat|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Eat|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Eat|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Eat|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Eat|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Eat_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Sleep|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Sleep|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Sleep|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Sleep|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Sleep|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Sleep|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Sleep_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Wounded|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Wounded|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Wounded|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Wounded|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Wounded|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Wounded|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Wounded_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Select|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Select|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Select|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Select|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Select|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Select|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Select_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Move|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Move|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Move|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Move|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Move|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Move|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Move_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Social|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Social|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Social|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Social|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Social|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Social|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Social_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Joy|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Joy|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Joy|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Joy|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Joy|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Joy|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Joy_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Death|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Death|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Death|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Death|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Death|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Death|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Draft|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Draft|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Draft|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Draft|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Draft|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Draft|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Undraft|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Undraft|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Undraft|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Undraft|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Undraft|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Undraft|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Attack|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Attack|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Attack|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Attack|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Attack|3|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Attack|3|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Work|1|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Work|1|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Work|2|all|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S3-builtin-plus-xeno|Remix|Ratkin|Work|2|partial|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
