# 0.3.1 golden corpus - kernel Select (SqueakPoolRegistry). Lines: scenario|mode|domain|action|seed|gate|eggs|soundKey|tier|poolStableKey; '-' = none.
# Rebuilt by tools/KernelCharacterization; scenarios frozen in Scenarios.cs (S1-S7 constructed incl. egg/two-race, F03-F07 fixture-driven from fixtures/input). Any delta on replay = regression.
S4-orphan-xeno|Remix|Ratkin|Death|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Death|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Death|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Death_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Draft|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Draft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Undraft|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Undraft_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Attack|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Attack_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Work|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Work_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Equip|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Equip_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|MentalBreak|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_MentalBreak_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Crying|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Crying_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|1|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|1|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|2|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|2|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|3|all|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|3|partial|off|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|1|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|1|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|2|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|2|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|3|all|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S4-orphan-xeno|Remix|Ratkin|Giggling|3|partial|on|coahuilite.squeakyratkin:SR_OfficialExample_Race_SR_Giggling_1|RacePack|coahuilite.squeakyratkin:SR_OfficialExample_Race
S5-dormant-xeno|Off|Ratkin|Call|1|all|off|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|1|partial|off|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|2|all|off|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|2|partial|off|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|3|all|off|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|3|partial|off|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|1|all|on|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|1|partial|on|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|2|all|on|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|2|partial|on|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|3|all|on|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Call|3|partial|on|SR_Call|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|1|all|off|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|1|partial|off|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|2|all|off|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|2|partial|off|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|3|all|off|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|3|partial|off|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|1|all|on|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|1|partial|on|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|2|all|on|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|2|partial|on|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|3|all|on|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Eat|3|partial|on|SR_Eat|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|1|all|off|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|1|partial|off|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|2|all|off|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|2|partial|off|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|3|all|off|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|3|partial|off|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|1|all|on|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|1|partial|on|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|2|all|on|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|2|partial|on|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|3|all|on|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Sleep|3|partial|on|SR_Sleep|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|1|all|off|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|1|partial|off|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|2|all|off|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|2|partial|off|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|3|all|off|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|3|partial|off|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|1|all|on|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|1|partial|on|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|2|all|on|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|2|partial|on|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|3|all|on|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Wounded|3|partial|on|SR_Wounded|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|1|all|off|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|1|partial|off|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|2|all|off|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|2|partial|off|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|3|all|off|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|3|partial|off|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|1|all|on|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|1|partial|on|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|2|all|on|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|2|partial|on|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|3|all|on|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Select|3|partial|on|SR_Select|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|1|all|off|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|1|partial|off|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|2|all|off|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|2|partial|off|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|3|all|off|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|3|partial|off|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|1|all|on|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|1|partial|on|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|2|all|on|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|2|partial|on|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|3|all|on|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Move|3|partial|on|SR_Move|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|1|all|off|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|1|partial|off|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|2|all|off|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|2|partial|off|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|3|all|off|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|3|partial|off|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|1|all|on|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|1|partial|on|SR_Social|BuiltInFallback|-
S5-dormant-xeno|Off|Ratkin|Social|2|all|on|SR_Social|BuiltInFallback|-
